Unnamed: 0,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Difference,Instructor Last Name
1385,BUS,301,12,104,14,4,5,4,1,0,0,0,0,0,0,0,"Ji, Mingshuang",3.87,A,0.33,,Ji
1386,BUS,301,0,42,4,1,0,1,0,0,0,0,0,0,0,0,"Girndt-Clougher, Tina",3.93,A,0.22,,Girndt-Clougher
1387,BUS,301,0,80,6,5,0,0,0,0,0,0,0,0,0,0,"Kim, Heejin",3.94,A,0.17,,Kim
1388,BUS,301,18,23,3,1,1,0,0,0,0,0,0,0,0,0,"Swenddal, Heather J",3.94,A,0.19,,Swenddal
1389,BUS,301,0,34,6,5,3,0,1,0,0,0,0,0,0,0,"Bednar, Michael K",3.8,A,0.37,,Bednar
1390,BUS,401,0,483,25,11,14,2,2,0,1,0,0,0,1,0,"Martinez, Candace A",3.92,A,0.25,,Martinez
1391,CEE,195,0,33,15,9,8,4,2,1,1,0,0,1,3,0,"Henschen, Jacob D",3.39,A-,0.64,,Henschen
1392,CEE,195,0,7,16,5,1,0,0,2,0,0,0,0,0,0,"Liu, Liang Y",3.56,A-,0.47,,Liu
1393,CEE,198,16,23,23,13,9,2,2,2,2,0,0,0,1,0,"Roesler, Jeffery R",3.53,A-,0.55,,Roesler
1394,CEE,201,85,36,32,33,19,10,2,5,7,3,2,1,8,0,"Meidani, Hadi",3.41,A-,0.7,,Meidani
1395,CEE,202,13,17,12,8,7,8,2,1,0,0,0,0,0,0,"Zhao, Lei",3.53,A-,0.55,,Zhao
1396,CEE,300,0,5,6,6,15,12,8,8,1,2,2,2,1,0,"Popovics, John S",2.67,B-,0.78,,Popovics
1397,CEE,300,1,5,7,5,10,12,12,7,1,0,1,2,1,0,"Henschen, Jacob D",2.72,B-,0.76,,Henschen
1398,CEE,320,4,44,16,9,3,2,1,2,1,0,0,1,0,0,"Ignacio, Ernest-John D",3.66,A,0.6,,Ignacio
1399,CEE,320,16,16,18,13,9,6,3,1,0,0,0,0,0,0,"Golparvar Fard, Mani",3.53,A-,0.51,,Golparvar Fard
1400,CEE,330,19,41,47,42,26,19,16,13,0,0,1,0,0,0,"Nguyen, Thanh H",3.33,B+,0.63,,Nguyen
1401,CEE,360,2,6,4,2,2,1,2,6,0,1,2,0,3,0,"Viswanath, Somashekar",2.65,B,0.98,,Viswanath
1402,CEE,360,13,21,13,6,3,0,0,0,0,0,0,0,0,0,"Yan, Jinhui",3.8,A,0.29,,Yan
1403,CEE,380,0,9,4,3,5,14,3,5,1,2,1,0,0,0,"Makhnenko, Roman",2.88,B-,0.79,,Makhnenko
1404,CEE,380,6,13,36,20,36,42,12,15,6,4,3,0,3,0,"Rutherford, Cassandra J",2.91,B,0.7,,Rutherford
1405,CEE,380,10,5,3,3,4,5,5,7,0,0,0,0,2,0,"Baser, Tugce",3.0,B,0.78,,Baser
1406,CEE,420,1,29,28,23,15,4,4,0,0,0,1,2,0,0,"Ignacio, Ernest-John D",3.43,A-,0.63,,Ignacio
1407,CEE,420,1,21,20,23,13,15,5,3,2,2,1,0,0,0,"Liu, Liang Y",3.22,B+,0.67,,Liu
1408,CEE,421,18,84,40,36,21,6,7,4,2,2,0,1,2,0,"El-Rayes, Khaled A",3.52,A-,0.6,,El-Rayes
1409,CEE,422,6,66,7,36,17,8,2,2,2,0,0,0,2,1,"Liu, Liang Y",3.5,A-,0.54,,Liu
1410,CEE,460,12,25,12,6,1,1,4,0,0,0,0,0,1,0,"Elbanna, Ahmed",3.66,A,0.47,,Elbanna
1411,CEE,461,1,8,8,4,7,9,5,2,3,0,3,0,1,0,"Wierschem, Nicholas E",2.89,B,0.84,,Wierschem
1412,CEE,463,0,21,15,10,2,3,1,1,0,0,0,0,0,0,"Andrawes, Bassem O",3.6,A-,0.47,,Andrawes
1413,CEE,470,4,5,7,6,6,3,2,6,1,3,2,0,10,1,"Duarte, Carlos A",2.4,B,0.96,,Duarte
1414,CEE,470,14,16,10,14,8,10,16,4,4,0,0,0,0,0,"Kwack, Jaehyuk",3.19,B+,0.74,,Kwack
1415,CEE,471,5,1,6,10,12,8,4,3,2,0,0,0,0,0,"Lopez-Pamies, Oscar",3.05,B,0.61,,Lopez-Pamies
1416,CEE,472,10,16,4,9,6,3,0,1,0,0,0,0,0,0,"Spencer, B F",3.61,A,0.5,,Spencer
1417,CEE,498,0,35,0,9,20,0,0,0,0,0,0,0,0,0,"Lombardo, Franklin T",3.59,A,0.46,,Lombardo
1418,CEE,498,2,6,7,6,2,0,0,1,0,0,0,0,0,0,"Stillwell, Ashlynn S",3.57,A-,0.46,,Stillwell
1419,CEE,498,5,27,10,1,0,0,1,0,0,0,0,0,0,0,"Guest, Jeremy S",3.87,A,0.29,,Guest
1420,CEE,498,1,7,7,2,1,0,2,1,0,0,0,0,0,0,"Ouyang, Yanfeng",3.52,A-,0.6,,Ouyang
1421,CEE,498,3,102,54,20,7,5,0,0,0,0,0,0,0,0,"Ignacio, Ernest-John D",3.77,A,0.32,,Ignacio
1422,CEE,498,8,14,3,0,0,1,0,0,0,0,0,0,0,0,"Saat, Mohd R",3.91,A,0.27,,Saat
1423,CEE,498,5,8,22,9,10,6,1,0,1,0,0,0,0,0,"Kao, Tsung-Chung",3.43,A-,0.5,,Kao
1424,CEE,498,15,37,22,3,2,4,1,3,1,1,1,0,0,0,"Work, Daniel",3.64,A,0.65,,Work
1425,CEE,498,31,51,6,6,2,2,0,0,0,1,0,0,3,0,"Tessum, Christopher M",3.75,A,0.39,,Tessum
1426,CEE,498,1,18,3,2,1,0,0,0,0,0,0,0,0,0,"Zhang, Xiaojia",3.87,A,0.27,,Zhang
1427,CEE,598,3,7,2,4,4,1,0,0,0,0,0,0,1,0,"Fahnestock, Larry A",3.42,A-,0.47,,Fahnestock
1428,CEE,598,0,15,31,4,3,0,0,0,0,0,0,0,0,0,"Minsker, Barbara S",3.7,A-,0.25,,Minsker
1429,CEE,598,4,31,8,2,0,0,0,0,0,0,0,0,1,1,"Gardoni, Paolo",3.83,A,0.19,,Gardoni
1430,CEE,598,11,8,0,0,2,0,0,0,0,0,0,0,0,0,"Schmidt, Arthur R",3.9,A+,0.29,,Schmidt
1431,CEE,598,5,5,4,9,2,1,0,0,0,0,0,0,0,0,"Tutumluer, Erol",3.59,A-,0.39,,Tutumluer
1432,CEE,598,4,11,2,3,3,0,0,0,0,0,0,0,0,0,"Barkan, Christopher P",3.75,A,0.37,,Barkan
1433,CEE,598,7,21,33,23,6,3,1,0,0,0,0,0,0,1,"Paulino, Glaucio H",3.6,A-,0.37,,Paulino
1434,CEE,598,1,16,20,20,6,9,1,1,0,0,0,0,0,0,"Young, Brent D",3.44,A-,0.47,,Young
1435,CHBE,221,0,24,6,12,14,2,14,10,1,0,5,0,1,1,"Higdon, Jonathan J",2.97,B,0.86,,Higdon
1436,CHBE,221,4,10,10,12,22,13,7,26,8,0,5,0,2,2,"Rogers, Simon",2.69,B-,0.8,,Rogers
1437,CHBE,221,3,23,15,16,26,26,38,21,25,6,13,0,11,4,"Yang, Hong",2.48,C+,0.85,,Yang
1438,CHBE,431,5,23,25,22,51,16,23,18,8,4,1,0,1,0,"Vogel, Troy",2.95,B,0.72,,Vogel
1439,CHBE,494,3,11,3,2,11,4,1,5,2,0,1,0,1,0,"Mitrovski, Svetlana",3.05,B,0.81,,Mitrovski
1440,CHBE,494,0,35,10,4,29,2,2,6,1,0,0,0,0,0,"Kraft, Mary L",3.38,A-,0.64,,Kraft
1441,CHBE,494,1,11,5,0,12,12,0,8,4,0,1,0,0,1,"Guironnet, Damien S",2.93,B,0.8,,Guironnet
1442,CHBE,494,3,10,8,7,8,7,1,3,0,0,0,0,0,0,"Diao, Ying",3.31,B+,0.6,,Diao
1443,CHBE,494,3,5,4,5,9,3,1,0,0,0,0,0,0,0,"Peters, Baron G",3.36,B+,0.49,,Peters
1444,CHBE,494,1,15,2,1,17,0,1,7,0,0,2,0,0,0,"Schroeder, Charles M",3.13,B,0.83,,Schroeder
1445,CHEM,101,5,128,57,111,145,110,95,94,36,14,31,8,16,3,"Adams, Gretchen",2.78,B,0.82,,Adams
1446,CHEM,101,3,42,23,42,46,35,29,34,16,6,11,8,12,0,"Esbenshade, Jennifer L",2.68,B,0.87,,Esbenshade
1447,CHEM,101,5,51,30,46,49,44,25,32,20,5,3,3,5,5,"Richardson, Stacie L",2.89,B,0.79,,Richardson
1448,CHEM,101,2,47,25,55,53,52,33,33,32,3,3,4,3,3,"Sperling, Lindsay J",2.83,B,0.78,,Sperling
1449,CHEM,101,50,351,160,263,370,248,209,215,111,88,66,54,170,17,"Leveritt, John M",2.62,B,0.89,,Leveritt
1450,CHEM,101,1,57,20,31,47,36,33,33,14,8,8,2,17,4,"Huynh, Mioy T",2.71,B,0.84,,Huynh
1451,CHEM,101,2,50,24,38,36,40,35,33,16,13,13,2,12,3,"Trinh, Brian",2.69,B-,0.87,,Trinh
1452,CHEM,101,2,88,40,98,94,90,66,92,40,12,16,12,10,6,"Overcash, John W",2.73,B-,0.83,,Overcash
1453,CHEM,101,6,49,40,79,128,90,85,113,65,44,36,28,39,5,"Andino Martinez, Jose G",2.37,C+,0.86,,Andino Martinez
1454,CHEM,101,46,275,142,226,288,190,185,198,108,63,55,32,127,13,"McCarren, Elise M",2.63,B,0.87,,McCarren
1455,CHEM,101,2,43,21,42,48,39,34,38,23,7,8,9,5,3,"Lindquist, Beth A",2.7,B-,0.86,,Lindquist
1456,CHEM,102,1,30,15,32,43,33,30,46,28,13,15,10,2,3,"Whitteck, Erin L",2.52,B-,0.9,,Whitteck
1457,CHEM,102,123,391,419,524,722,555,783,610,378,188,117,76,184,45,"Gunasekera, Mutha Merenna",2.58,B-,0.82,,Gunasekera
1458,CHEM,102,81,577,532,811,927,673,839,830,672,291,300,206,216,59,"Huang, Tina H",2.51,B-,0.89,,Huang
1459,CHEM,102,138,562,374,524,755,600,590,828,541,322,343,299,281,83,"Marville, Kelly",2.39,C+,0.95,,Marville
1460,CHEM,102,2,23,19,25,46,52,38,63,27,20,10,7,9,3,"Nicely, Amy L",2.44,C+,0.81,,Nicely
1461,CHEM,102,2,49,34,57,87,66,121,53,37,28,24,15,14,3,"Jamieson, Daniel",2.52,B-,0.83,,Jamieson
1462,CHEM,102,4,23,22,27,51,41,39,45,30,10,10,10,8,2,"Baranger, Anne",2.51,B-,0.84,,Baranger
1463,CHEM,102,14,47,50,68,91,75,70,121,56,35,21,28,3,7,"Yerkes, Christine T",2.52,B-,0.89,,Yerkes
1464,CHEM,102,3,49,27,55,66,62,77,84,61,38,31,18,43,11,"Decoste, Donald J",2.27,C+,0.88,,Decoste
1465,CHEM,102,19,146,85,158,247,173,166,234,159,64,104,31,18,9,"Overcash, John W",2.51,B-,0.89,,Overcash
1466,CHEM,102,31,90,40,73,156,71,68,159,63,17,36,17,12,6,"Andino Martinez, Jose G",2.62,B-,0.88,,Andino Martinez
1467,CHEM,102,329,1082,606,1129,1846,1618,1789,1892,1110,659,508,359,439,109,"Hummel, Thomas J",2.46,C+,0.86,,Hummel
1468,CHEM,102,28,54,26,34,62,22,12,60,8,18,20,6,4,4,"Shapley, Patricia A",2.8,B,0.97,,Shapley
1469,CHEM,103,0,142,18,14,10,6,5,3,0,0,2,1,3,1,"Steffensen, Elaine M",3.66,A,0.58,,Steffensen
1470,CHEM,103,0,44,5,2,2,3,1,1,0,0,0,0,2,0,"Raghuraman, Vibhish",3.66,A,0.48,,Raghuraman
1471,CHEM,103,1,9,5,2,4,5,0,1,0,0,0,1,2,1,"Bhat, Sheila S",3.1,A-,0.77,,Bhat
1472,CHEM,103,0,89,18,10,6,3,4,6,0,1,3,3,3,0,"Ali, Siraj Z",3.49,A,0.8,,Ali
1473,CHEM,103,0,43,6,6,3,2,0,2,0,0,1,0,1,2,"Decoste, Donald J",3.65,A,0.58,,Decoste
1474,CHEM,103,62,56,13,10,9,3,2,4,0,0,2,0,3,0,"Davydovich, Oleg",3.67,A,0.55,,Davydovich
1475,CHEM,103,0,118,28,46,20,6,12,8,2,0,0,2,8,2,"Sindoro, Melinda",3.41,A-,0.64,,Sindoro
1476,CHEM,103,0,180,26,23,13,5,4,1,1,0,2,0,12,1,"Miao, Yurun",3.59,A,0.5,,Miao
1477,CHEM,103,45,58,29,11,3,3,3,3,2,0,0,0,4,1,"Bandas-Rivera, Christophe",3.65,A,0.49,,Bandas-Rivera
1478,CHEM,103,0,72,10,10,6,2,4,3,0,0,2,0,4,0,"Seymour, Craig H",3.53,A,0.63,,Seymour
1479,CHEM,103,38,49,17,6,2,4,3,2,1,0,3,0,3,0,"Brubaker, Riley J",3.61,A,0.64,,Brubaker
1480,CHEM,103,0,90,12,6,5,1,3,2,0,0,2,0,2,0,"Kulkarni, Prathamesh K",3.7,A,0.56,,Kulkarni
1481,CHEM,103,0,154,38,66,52,20,14,10,2,6,8,2,14,2,"Rankin, Kory M",3.26,B+,0.74,,Rankin
1482,CHEM,103,17,138,24,14,9,7,1,4,3,0,3,0,3,1,"Okumura, Mikiko",3.67,A,0.58,,Okumura
1483,CHEM,103,11,7,2,1,0,1,0,0,0,0,0,0,1,0,"Patel, Manish J",3.71,A,0.35,,Patel
1484,CHEM,103,0,232,43,10,7,10,3,3,1,1,1,1,7,0,"Anderson, Mikayla A",3.71,A,0.49,,Anderson
1485,CHEM,103,2,42,67,32,53,12,12,14,3,4,4,0,3,0,"Paddock, Brett M",3.18,B+,0.69,,Paddock
1486,CHEM,103,5,30,6,9,1,0,2,0,1,0,0,0,1,0,"Miller, Justin",3.66,A,0.49,,Miller
1487,CHEM,103,0,84,15,10,3,2,2,3,0,0,0,0,2,0,"Cheng, Kevin",3.71,A,0.45,,Cheng
1488,CHEM,103,15,53,17,5,6,3,2,1,2,1,2,0,1,0,"Singh, Devashish",3.61,A,0.67,,Singh
1489,CHEM,103,73,55,13,3,11,2,2,2,1,1,0,0,4,0,"Xue, Tianrui",3.71,A,0.48,,Xue
1490,CHEM,103,0,167,32,12,16,8,4,2,0,0,1,2,2,2,"Lee, SuHak",3.7,A,0.54,,Lee
1491,CHEM,103,0,214,39,30,24,11,7,7,3,1,6,0,8,3,"Kim, Hyo Na",3.55,A,0.64,,Kim
1492,CHEM,103,2,112,58,70,46,24,24,10,4,0,4,0,4,2,"Bai, Yugang",3.33,B+,0.64,,Bai
1493,CHEM,103,53,28,6,4,3,2,2,2,3,0,0,0,1,1,"Brown, Tiara L",3.72,A+,0.56,,Brown
1494,CHEM,103,30,12,5,3,5,0,0,0,0,0,0,1,1,0,"Newman, Katerina E",3.72,A+,0.52,,Newman
1495,CHEM,103,1,360,68,39,33,15,14,6,4,2,2,2,11,2,"Jackson, Bailey J",3.63,A,0.56,,Jackson
1496,CHEM,103,38,179,47,26,20,3,11,5,3,3,1,0,5,1,"Gibson, Cory K",3.64,A,0.56,,Gibson
1497,CHEM,103,0,307,52,28,17,3,8,15,4,0,5,2,13,3,"Lee, Juyeon",3.6,A,0.62,,Lee
1498,CHEM,103,0,13,21,14,22,5,2,5,0,0,0,3,4,0,"Li, Xuan",3.05,B+,0.71,,Li
1499,CHEM,103,17,20,6,2,3,1,0,1,1,0,1,0,1,1,"Suseno, Gary A",3.64,A,0.62,,Suseno
1500,CHEM,103,45,55,26,14,10,6,4,1,3,4,5,2,5,0,"Zhang, Zhiwei",3.42,A,0.81,,Zhang
1501,CHEM,103,0,14,7,0,1,4,0,0,0,0,0,0,1,0,"Kapoor, Iti",3.53,A,0.49,,Kapoor
1502,CHEM,103,0,335,67,26,21,19,9,9,3,2,5,0,10,0,"Hitt, Tracey A",3.63,A,0.58,,Hitt
1503,CHEM,103,12,68,60,33,32,14,9,2,2,1,2,1,8,0,"Vigneswaran, Hari T",3.34,A-,0.61,,Vigneswaran
1504,CHEM,103,0,31,55,51,22,7,1,8,2,0,0,4,0,1,"Xu, Lu",3.34,B+,0.64,,Xu
1505,CHEM,103,53,26,13,2,4,3,3,4,0,0,1,0,1,0,"Raja, Sabina M",3.69,A,0.58,,Raja
1506,CHEM,103,51,437,69,44,39,15,14,13,4,4,3,1,9,2,"Tian, Shiliang",3.67,A,0.56,,Tian
1507,CHEM,103,29,143,32,28,15,16,9,6,3,3,4,0,7,1,"Chen, Junfeng",3.5,A,0.68,,Chen
1508,CHEM,103,77,36,6,8,3,2,1,2,0,0,0,0,2,0,"Suh, Lois Y",3.81,A+,0.38,,Suh
1509,CHEM,103,8,34,26,9,17,8,2,10,3,1,2,1,0,1,"Zhang, Wendy",3.3,A-,0.8,,Zhang
1510,CHEM,103,33,30,8,5,3,1,0,1,0,0,0,0,0,0,"Edwards, Marcus M",3.85,A,0.35,,Edwards
1511,CHEM,103,21,19,7,6,6,4,2,2,0,1,1,0,4,0,"Zhang, Jiabao",3.36,A,0.69,,Zhang
1512,CHEM,103,0,38,30,18,15,9,1,2,3,0,2,2,2,0,"Rubin, Nicholas C",3.33,A-,0.72,,Rubin
1513,CHEM,103,0,27,44,17,21,10,4,1,1,0,1,2,0,0,"Grych, Dave A",3.37,A-,0.64,,Grych
1514,CHEM,103,0,76,20,5,3,5,2,4,2,0,1,0,2,0,"Gross, Jeffrey N",3.61,A,0.62,,Gross
1515,CHEM,103,0,52,12,6,5,2,3,2,0,1,1,0,1,0,"Curtin, Evan M",3.6,A,0.63,,Curtin
1516,CHEM,103,35,40,11,10,3,5,1,4,2,1,0,1,0,0,"Lao, Kathleen C",3.64,A,0.67,,Lao
1517,CHEM,103,0,77,14,9,9,5,0,1,2,0,2,1,5,0,"Jones, Cameron L",3.5,A,0.66,,Jones
1518,CHEM,103,4,51,60,43,36,15,12,9,4,4,5,2,3,0,"Muller, Neal W",3.21,B+,0.74,,Muller
1519,CHEM,103,76,45,13,5,8,4,2,1,0,1,0,1,3,1,"Krumov, Mihail R",3.72,A,0.51,,Krumov
1520,CHEM,103,0,60,15,13,6,8,2,3,1,2,3,2,6,0,"Ghosh, Ashesh",3.28,A-,0.83,,Ghosh
1521,CHEM,103,0,87,7,8,10,3,2,2,2,0,1,0,2,0,"Nalla, Siva",3.64,A,0.59,,Nalla
1522,CHEM,103,58,62,30,16,15,3,5,1,0,2,4,0,9,1,"Smaga, Lukas P",3.5,A,0.63,,Smaga
1523,CHEM,103,1,326,45,34,21,14,11,5,3,1,1,2,10,0,"Nguyen, Yen H",3.65,A,0.54,,Nguyen
1524,CHEM,103,5,14,12,10,6,6,2,0,2,0,0,0,2,0,"Barnas, Alexander T",3.31,A-,0.6,,Barnas
1525,CHEM,103,0,178,33,11,12,1,6,1,2,2,2,1,5,2,"Liu, Wei",3.67,A,0.57,,Liu
1526,CHEM,103,2,315,62,39,23,12,6,5,10,2,4,1,8,1,"Wang, Kwo-Kwang A",3.63,A,0.6,,Wang
1527,CHEM,103,56,45,14,10,8,1,0,3,1,0,0,1,1,0,"Chheda, Monish L",3.74,A,0.51,,Chheda
1528,CHEM,103,162,199,77,29,36,10,14,12,8,2,5,1,13,2,"Gunasekera, Mutha Merenna",3.58,A,0.62,,Gunasekera
1529,CHEM,103,46,52,16,17,9,6,2,2,1,0,1,0,1,0,"He, Chang",3.67,A,0.53,,He
1530,CHEM,103,3,15,15,13,10,2,3,1,1,0,0,0,3,0,"Jaglan, Sonam",3.28,A-,0.55,,Jaglan
1531,CHEM,103,0,82,38,42,28,10,16,14,2,6,2,0,4,0,"Park, David H",3.26,B+,0.73,,Park
1532,CHEM,103,0,137,12,8,4,2,5,2,1,1,1,2,5,0,"Graca, Sebastian P",3.65,A,0.62,,Graca
1533,CHEM,103,1,19,12,11,3,7,3,0,0,0,0,1,1,0,"Rodrigues, Benjamin V",3.38,A-,0.63,,Rodrigues
1534,CHEM,103,53,101,37,18,13,9,5,5,4,2,0,3,12,2,"Tir, Vincent L",3.46,A,0.67,,Tir
1535,CHEM,103,1,115,19,11,10,8,4,4,3,1,0,0,6,1,"Li, Ji",3.55,A,0.6,,Li
1536,CHEM,103,4,72,22,56,36,14,4,12,4,0,6,0,4,0,"Shaw, William L",3.26,B+,0.7,,Shaw
1537,CHEM,103,0,73,15,7,8,5,2,0,1,1,2,2,2,0,"An, Linna",3.55,A,0.73,,An
1538,CHEM,103,76,52,22,10,7,1,4,2,1,0,1,0,4,2,"Liao, Can H",3.7,A,0.48,,Liao
1539,CHEM,103,70,83,27,14,13,10,4,5,1,0,0,2,4,0,"Sotelo, Anthony",3.63,A,0.58,,Sotelo
1540,CHEM,103,12,61,49,52,29,18,11,7,2,2,2,1,5,0,"Patel, Avani N",3.3,B+,0.65,,Patel
1541,CHEM,103,72,29,17,6,6,3,1,2,2,0,0,1,0,0,"Pang, Weilun",3.76,A+,0.54,,Pang
1542,CHEM,103,0,184,38,13,11,2,10,7,4,3,0,1,7,0,"Gastouniotis, Constantine",3.59,A,0.63,,Gastouniotis
1543,CHEM,103,8,34,24,24,13,8,10,0,0,0,1,0,5,0,"Soni, Foram G",3.31,A-,0.58,,Soni
1544,CHEM,103,72,56,17,12,12,2,2,2,0,0,0,0,2,0,"Varghese, Jeffrey A",3.75,A,0.41,,Varghese
1545,CHEM,103,18,121,29,18,17,8,1,5,2,5,2,2,1,1,"Li, Hao",3.58,A,0.71,,Li
1546,CHEM,103,34,60,24,7,4,2,5,1,1,0,0,1,4,1,"Delaney, Connor P",3.64,A,0.53,,Delaney
1547,CHEM,103,9,47,30,19,30,14,4,13,5,0,4,1,5,1,"Tylka, Barbara K",3.17,B+,0.77,,Tylka
1548,CHEM,103,51,61,23,10,10,8,6,3,1,0,2,0,6,0,"Yang, Woojin",3.54,A,0.6,,Yang
1549,CHEM,103,6,74,30,36,38,8,16,4,6,10,0,0,4,2,"Giuliano Nicola, Bruno",3.25,B+,0.74,,Giuliano Nicola
1550,CHEM,103,1,26,32,18,12,8,5,4,5,4,2,0,3,1,"Yasui, Norio",3.15,B+,0.78,,Yasui
1551,CHEM,103,0,164,24,9,22,4,0,0,0,3,3,0,1,1,"Harnden, Kevin A",3.73,A,0.55,,Harnden
1552,CHEM,103,4,152,76,110,66,22,22,16,6,8,4,0,12,4,"Xu, Yangfan",3.28,B+,0.66,,Xu
1553,CHEM,103,53,43,5,12,5,1,2,1,0,1,0,3,4,0,"Li, Ke",3.62,A,0.65,,Li
1554,CHEM,103,60,32,13,10,12,5,2,2,1,2,1,0,1,0,"Dahodwala, Mohsin G",3.63,A,0.61,,Dahodwala
1555,CHEM,103,62,20,12,2,5,3,0,1,0,0,0,0,1,0,"Bhatti, Muhammed A",3.81,A+,0.36,,Bhatti
1556,CHEM,103,57,96,29,19,16,11,3,3,5,0,1,1,6,2,"Lytle, Tyler",3.57,A,0.6,,Lytle
1557,CHEM,103,0,79,15,9,6,3,4,1,2,3,0,0,2,0,"He, Junwen",3.59,A,0.64,,He
1558,CHEM,103,66,62,24,7,4,5,1,2,2,3,2,0,4,0,"Cui, Chang",3.65,A,0.61,,Cui
1559,CHEM,103,0,38,12,2,6,4,1,0,1,0,0,0,1,0,"Feng, Ruopei",3.62,A,0.51,,Feng
1560,CHEM,103,54,17,14,7,4,1,1,2,0,1,0,2,0,0,"Chu, Yueh-Te",3.71,A+,0.64,,Chu
1561,CHEM,103,70,47,21,9,5,4,1,1,1,0,0,0,3,0,"Hagler, Brittany D",3.75,A,0.4,,Hagler
1562,CHEM,103,1,39,38,25,14,4,2,1,1,0,0,0,0,1,"Rose, Thomas J",3.55,A-,0.46,,Rose
1563,CHEM,103,44,41,9,12,13,3,3,0,1,1,1,1,2,1,"Yoakum, Daniel M",3.6,A,0.62,,Yoakum
1564,CHEM,103,39,51,15,9,11,6,8,1,3,2,1,0,2,0,"Simons, Claire L",3.54,A,0.68,,Simons
1565,CHEM,103,0,20,3,1,2,0,0,0,1,0,0,0,0,0,"Yang, Ning",3.78,A,0.5,,Yang
1566,CHEM,103,0,38,40,16,10,5,2,3,1,0,0,0,1,0,"Endo, Matthew M",3.52,A-,0.51,,Endo
1567,CHEM,103,0,14,5,2,2,1,1,0,0,0,0,1,0,0,"Strzepka, Jessica T",3.56,A,0.74,,Strzepka
1568,CHEM,103,0,105,18,11,10,3,4,5,1,0,0,0,11,0,"Ha, Yeyoung",3.46,A,0.57,,Ha
1569,CHEM,103,24,234,146,110,97,34,34,39,12,5,7,5,24,7,"Wang, Yang",3.26,A-,0.72,,Wang
1570,CHEM,103,29,28,12,6,3,1,1,0,1,0,0,0,2,0,"Joulani, Dana A",3.71,A,0.42,,Joulani
1571,CHEM,103,0,180,13,13,7,3,6,7,1,1,0,1,6,0,"O Connor, Samantha N",3.66,A,0.57,,O Connor
1572,CHEM,103,8,79,87,53,35,19,8,6,3,4,2,0,8,2,"Sharma, Avishkar",3.34,A-,0.61,,Sharma
1573,CHEM,103,0,33,6,5,1,3,0,2,0,0,2,0,1,1,"Nugent, Aimee J",3.54,A,0.72,,Nugent
1574,CHEM,103,0,19,7,2,2,1,1,0,0,0,0,0,0,1,"Papadopoulos, Theodore",3.73,A,0.43,,Papadopoulos
1575,CHEM,103,46,26,12,5,1,4,1,0,0,1,1,0,1,1,"Abunada, Ibrahim Y",3.75,A,0.52,,Abunada
1576,CHEM,103,0,35,8,1,8,3,2,5,0,0,0,0,3,0,"Nguyen, Arleen K",3.37,A,0.66,,Nguyen
1577,CHEM,103,18,16,3,2,3,1,0,0,1,0,0,0,1,1,"Yoon, Young Hee",3.71,A,0.47,,Yoon
1578,CHEM,103,227,166,62,19,30,9,6,2,3,2,1,0,10,2,"Fuerste, Wade C",3.73,A,0.45,,Fuerste
1579,CHEM,103,0,64,22,11,8,0,1,2,2,0,0,1,1,0,"Wickstrom, Erika R",3.64,A,0.57,,Wickstrom
1580,CHEM,103,43,75,22,13,4,3,4,3,0,1,0,0,1,0,"Weigle, Austin T",3.74,A,0.48,,Weigle
1581,CHEM,103,20,17,5,2,2,1,1,0,1,0,0,1,0,0,"Vallapurackal, Ashley J",3.73,A,0.64,,Vallapurackal
1582,CHEM,103,60,22,7,8,6,3,0,1,0,0,1,0,2,0,"Cadavillo, Nicole V",3.72,A+,0.47,,Cadavillo
1583,CHEM,103,17,25,4,3,5,2,0,0,0,1,0,0,5,0,"Shen, Chengtian",3.46,A,0.56,,Shen
1584,CHEM,103,3,31,32,15,20,7,1,5,3,2,1,3,0,1,"Salnave, Christopher R",3.29,A-,0.79,,Salnave
1585,CHEM,103,2,13,4,1,1,0,0,0,0,1,0,0,0,1,"Duong, Kevin",3.74,A,0.59,,Duong
1586,CHEM,103,4,50,62,43,37,18,8,11,6,1,1,0,4,1,"Hall, Elise M",3.26,B+,0.63,,Hall
1587,CHEM,103,4,140,62,98,52,32,22,6,4,10,0,2,14,2,"Tse, Chun Ming Edmun",3.26,B+,0.66,,Tse
1588,CHEM,103,189,82,43,22,15,9,4,3,1,3,0,1,5,1,"Aghajani, Ali Asghar",3.73,A+,0.49,,Aghajani
1589,CHEM,103,0,126,22,12,3,4,3,2,0,1,0,0,2,0,"Zaki, Omar A",3.75,A,0.44,,Zaki
1590,CHEM,103,33,12,6,2,1,1,0,0,0,0,0,0,2,0,"Nawa, Emilee A",3.76,A+,0.29,,Nawa
1591,CHEM,103,0,151,22,17,12,1,3,5,0,0,0,0,3,1,"Ghosh, Archit K",3.72,A,0.45,,Ghosh
1592,CHEM,103,19,21,5,4,2,0,0,0,1,0,0,0,0,0,"Li, Jingyu",3.83,A,0.4,,Li
1593,CHEM,103,89,63,21,12,13,7,1,7,2,0,0,0,2,0,"Deutscher, Wesley A",3.7,A,0.52,,Deutscher
1594,CHEM,103,98,81,17,10,8,1,1,1,2,1,0,0,2,0,"Muhammad, Safiyah R",3.82,A,0.4,,Muhammad
